
label,text
promo,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সামাজিক নিরাপত্তা খাতে বরাদ্দ ছিল মাত্র ২ হাজার ৫০৫ কোটি টাকা। ২০২৩ সালে বেড়ে দাঁড়িয়েছে ১ লক্ষ ২৬ হাজার ২৭২ কোটি টাকা।"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,ঘরে বসে ইনকাম করতে হলে আপনার হাতে থাকা ব্যবহৃত সিমটিকে ফ্লেক্সিলোড সিম বানিয়ে নিন আর অনলাইনে অফলাইনে দুভাবে অফার সেল করে প্রতিদিন ৫০০ থেকে ৭০০ টাকা ইনকাম করুন অনায়াসে যদি আপনার ব্যবহৃত সিম থেকে ফেক্সিলোড সিম বানাতে চান তাহলে ইনবক্স করুন ধন্যবাদ
smish,"অভিনন্দন! আপনি এয়ারটেল লটারিতে 5,00,000 BDT জিতেছেন। আপনার পুরস্কার দাবি করতে, আপনার ব্যক্তিগত বিবরণ পাঠান 017XXXXXXXXXX এ।"
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন: promusic.co/components/interbank.com/
normal,কেমন আছেন?
smish,"আড়ং দিচ্ছে ঈদ উপলক্ষে বিশাল অফার ক্লিক করুন 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
normal,"প্রিয় গ্রাহক, আপনার বিদ্যুৎ বিল বাকি রয়েছে ৩০৪৫/- টাকা, জলদি পরিশোধ করুন।"
smish,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।"
smish,অভিনন্দন! আপনি Amazon উপহার কার্ডে $1000 জিতেছেন। দাবি করতে নীচের লিঙ্কে ক্লিক করুন. bit.ly/45673
smish,আপনার ফেসবুক অ্যাকাউন্টটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [facebooksecure.com/UpdateBD]
promo,"লোটো লি কুপারে
নগদ পেমেন্টে BMW জেতার সুযোগ
বিকাশে ১০% ক্যাশব্যাক
শপ্র"
promo,"নভেম্বর-২৩
রিচার্জ:0৳
খরচ:
ডেটা:38৳
ভয়েস:57৳
অন্যান্য:0৳"
normal,তোমার ভাইবোন কেমন আছে?
smish,"প্রিয় শিক্ষার্থী,
মাধ্যমিক পরীক্ষায় উত্তীর্ণ হওয়ায় অভিনন্দন। আজকের তুমি আগামী বাংলাদেশের ভবিষ্যৎ, আমরা
তোমার অপেক্ষায়।
কুমিল্লা সিটি
কলেজ(EIIN:134648)কোটবাড়ি,
কুমিল্লা
মোবাইল:01781939370
01859412805"
normal,০১৯২৭২৮৩৭৯২ এই নাম্বারে রকেটে টাকা পাঠান।
normal,কাল রাতে কি করেছো?
normal,তুমি কি সমুদ্রে যাচ্ছো?
promo,সেরা অফার! বোনাস সহ ৫জিবি-৫০টাকা-৩দিন। ডায়াল *১২১*৫৬৫০# বা mygp.li/my
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
promo,"১৮০৳ ক্যাশব্যাক শেষ দিন,নাও ৬১জিবি+১০০০মি@৳৭১৯,৩০দিন: cutt.ly/wwE5YMXC"
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vhp"
promo,"সপ্তাহজুড়ে প্রো-লেভেল ইন্টারনেটিং,নাও ২৫জিবি@২১৯৳: cutt.ly/2wEyml8b"
normal,তুমি সবসময় সেরা।
smish,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ"
promo,"মহান বিজয় দিবসে সবাইকে জানাই শুভেচ্ছা।  
দিলীপ কুমার আগরওয়ালা"
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801916566678
normal,তুমি কি গান শুনছো?
smish,দিনে ৫০০ থেকে ৬০০ টাকা ইনকাম করতে চাইলে এই লিঙ্কে ঢুকে থাকুন https://t.me/Referincomebd4536_bot?start=r05236457375
promo,"ঢাকা-মাওয়া এক্সপ্রেসওয়ে সংলগ্ন আবাসিক প্লট কাঠা নিম্ন২লক্ষ
01894939231"
normal,তোমার প্রিয় গান কোনটা?
normal,তুমি কি অফিসে যাচ্ছো?
smish,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না চাইলে ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।"
promo,ভালোবাসা দিবসে ডায়মন্ড গহনায় ২৫% ছাড় ১৫/০২/২০২৪ পর্যন্ত। ০১৭১৩১৯৯২৭০
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
normal,শুভ প্রভাত!
promo,"৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8"
normal,০১৬৭২৫৭৩৮৪৮ নাম্বারে কল করুন।
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF"
smish,"জরুরী ভিত্তিতে নিয়োগ: 
অফিস সহকারি
থাকা খাওয়ার সুন্দর ব্যবস্থা আছে"
normal,শুভ নববর্ষ!
smish,"https://t.me/DailyEarn_Money_bot?start=r07709397116 ফ্রী ইনকাম করতে চাইলে ক্লিক করুন,🤞"
promo,দারাজ ১১.১১-তে নগদে ১৫% পর্যন্ত ক্যাশব্যাক + ফ্রি ডেলিভারি। https://click.daraz.com.bd/e/_CUeCuf শর্ত প্রযোজ্য
smish,"অভিনন্দন! আপনি 50,000 টাকা নগদ পুরস্কার জিতেছেন। আপনার পুরস্কার দাবি করতে 018XXXXXXXXX নম্বরে কল করুন।"
